Timestamp           ,Function                       ,Level ,Message
2025-06-21 21:09:17 ,diagram_Code_From_Command_Line ,INFO  ,Liana: Start
2025-06-21 21:09:17 ,diagram_Code_From_Command_Line ,INFO  ,Liana: Arguments not found
2025-06-21 21:09:29 ,a_Main                         ,INFO  ,Liana: primitive
2025-06-21 21:09:29 ,a_Main                         ,INFO  ,Liana: Diagram show
2025-06-21 21:09:29 ,a_Main                         ,INFO  ,Liana: Users actions
2025-06-21 21:09:53 ,a_Main                         ,INFO  ,Liana: Start
2025-06-21 21:09:53 ,a_Main                         ,INFO  ,Liana: Command line arguments
2025-06-21 21:09:53 ,diagram_Code_From_Command_Line ,INFO  ,Liana: Start
2025-06-21 21:09:53 ,diagram_Code_From_Command_Line ,INFO  ,Liana: Arguments not found
2025-06-21 21:10:04 ,a_Main                         ,INFO  ,Liana: primitive
2025-06-21 21:10:04 ,a_Main                         ,INFO  ,Liana: Diagram show
2025-06-21 21:11:20 ,a_Main                         ,INFO  ,Liana: Start
2025-06-21 21:11:20 ,a_Main                         ,INFO  ,Liana: Command line arguments
2025-06-21 21:11:20 ,diagram_Code_From_Command_Line ,INFO  ,Liana: Start
2025-06-21 21:11:20 ,diagram_Code_From_Command_Line ,INFO  ,Liana: Arguments not found
2025-06-21 21:12:45 ,a_Main                         ,INFO  ,Liana: Start
2025-06-21 21:12:45 ,a_Main                         ,INFO  ,Liana: Command line arguments
2025-06-21 21:12:45 ,diagram_Code_From_Command_Line ,INFO  ,Liana: Start
2025-06-21 21:12:45 ,diagram_Code_From_Command_Line ,INFO  ,Liana: Arguments not found
2025-06-21 21:12:45 ,a_Main                         ,INFO  ,Liana: primitive
2025-06-21 21:12:45 ,a_Main                         ,INFO  ,Liana: Diagram show
2025-06-21 21:12:57 ,a_Main                         ,INFO  ,Liana: Users actions
2025-06-21 21:13:32 ,a_Main                         ,INFO  ,Liana: Start
2025-06-21 21:13:32 ,a_Main                         ,INFO  ,Liana: Command line arguments
2025-06-21 21:13:32 ,diagram_Code_From_Command_Line ,INFO  ,Liana: Start
2025-06-21 21:13:32 ,diagram_Code_From_Command_Line ,INFO  ,Liana: Arguments not found
2025-06-21 21:13:32 ,a_Main                         ,INFO  ,Liana: primitive
2025-06-21 21:13:32 ,a_Main                         ,INFO  ,Liana: Diagram show
2025-06-21 21:13:34 ,a_Main                         ,INFO  ,Liana: Users actions
2025-06-21 21:34:01,a_Main,INFO,Liana: Start
2025-06-21 21:34:01,a_Main,INFO,Liana: Command line arguments
2025-06-21 21:34:01,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-21 21:34:01,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-21 21:34:01,a_Main,INFO,Liana: primitive
2025-06-21 21:34:01,a_Main,INFO,Liana: Diagram show
2025-06-21 21:34:06,a_Main,INFO,Liana: Users actions
2025-06-21 21:34:34,a_Main,INFO,Liana: Start
2025-06-21 21:34:34,a_Main,INFO,Liana: Command line arguments
2025-06-21 21:34:34,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-21 21:34:34,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-21 21:34:34,a_Main,INFO,Liana: primitive
2025-06-21 21:34:34,a_Main,INFO,Liana: Diagram show
2025-06-21 21:34:34,a_Main,INFO,Liana: Users actions
2025-06-21 23:03:26,a_Main,INFO,Liana: Start
2025-06-21 23:03:26,a_Main,INFO,Liana: Command line arguments
2025-06-21 23:03:26,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-21 23:03:26,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-21 23:03:26,a_Main,INFO,Liana: primitive
2025-06-21 23:03:26,a_Main,INFO,Liana: Diagram show
2025-06-21 23:03:26,a_Main,INFO,Liana: Users actions
2025-06-21 23:03:26,user_Actions,INFO,Liana: Start
2025-06-21 23:06:39,a_Main,INFO,Liana: Start
2025-06-21 23:06:39,a_Main,INFO,Liana: Command line arguments
2025-06-21 23:06:39,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-21 23:06:39,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-21 23:06:39,a_Main,INFO,Liana: primitive
2025-06-21 23:06:39,a_Main,INFO,Liana: Diagram show
2025-06-21 23:06:39,a_Main,INFO,Liana: Users actions
2025-06-21 23:06:39,user_Actions,INFO,Liana: Start
2025-06-22 12:59:23,a_Main,INFO,Liana: Start
2025-06-22 12:59:23,a_Main,INFO,Liana: Command line arguments
2025-06-22 12:59:23,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-22 12:59:23,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-22 12:59:23,a_Main,INFO,Liana: primitive
2025-06-22 12:59:23,a_Main,INFO,Liana: Diagram show
2025-06-22 13:02:39,a_Main,INFO,Liana: Start
2025-06-22 13:02:39,a_Main,INFO,Liana: Command line arguments
2025-06-22 13:02:39,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-22 13:02:39,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-22 13:02:39,a_Main,INFO,Liana: primitive
2025-06-22 13:03:10,a_Main,INFO,Liana: Diagram show
2025-06-22 13:03:22,a_Main,INFO,Liana: Start
2025-06-22 13:03:22,a_Main,INFO,Liana: Command line arguments
2025-06-22 13:03:22,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-22 13:03:22,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-22 13:03:22,a_Main,INFO,Liana: primitive
2025-06-22 13:03:39,a_Main,INFO,Liana: Diagram show
2025-06-22 13:13:51,a_Main,INFO,Liana: Start
2025-06-22 13:13:51,a_Main,INFO,Liana: Command line arguments
2025-06-22 13:13:51,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-22 13:13:51,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-22 13:13:51,a_Main,INFO,Liana: primitive
2025-06-22 13:13:56,a_Main,INFO,Liana: Diagram show
2025-06-22 13:14:26,a_Main,INFO,Liana: Start
2025-06-22 13:14:26,a_Main,INFO,Liana: Command line arguments
2025-06-22 13:14:26,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-22 13:14:26,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-22 13:14:26,a_Main,INFO,Liana: primitive
2025-06-22 13:14:47,a_Main,INFO,Liana: Diagram show
2025-06-22 13:15:55,a_Main,INFO,Liana: Start
2025-06-22 13:15:55,a_Main,INFO,Liana: Command line arguments
2025-06-22 13:15:55,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-22 13:15:55,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-22 13:15:55,a_Main,INFO,Liana: primitive
2025-06-22 13:15:59,a_Main,INFO,Liana: Diagram show
2025-06-22 13:18:32,a_Main,INFO,Liana: Start
2025-06-22 13:18:32,a_Main,INFO,Liana: Command line arguments
2025-06-22 13:18:32,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-22 13:18:32,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-22 13:18:32,a_Main,INFO,Liana: primitive
2025-06-22 13:18:32,a_Main,INFO,Liana: Diagram show
2025-06-22 13:18:46,a_Main,INFO,Liana: Start
2025-06-22 13:18:46,a_Main,INFO,Liana: Command line arguments
2025-06-22 13:18:46,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-22 13:18:46,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-22 13:18:46,a_Main,INFO,Liana: primitive
2025-06-22 13:18:46,a_Main,INFO,Liana: Diagram show
2025-06-23 21:03:20,a_Main,INFO,Liana: Start
2025-06-23 21:03:20,a_Main,INFO,Liana: Command line arguments
2025-06-23 21:03:20,diagram_Code_From_Command_Line,INFO,Liana: Start
2025-06-23 21:03:20,diagram_Code_From_Command_Line,INFO,Liana: Arguments not found
2025-06-23 21:03:20,a_Main,INFO,Liana: primitive
2025-06-23 21:03:20,a_Main,INFO,Liana: Diagram show
